Order_ID,Customer,Country,Product,Category,Amount,Date
251,Sara,USA,Headphones,,45748,01-02-2024
252,,UK,Laptop,electronics,36054,2024-01-01
253,,India,Phone,Electronics,34172,March 5 2024
254,Praful,india,Tablet,electronics,41501,2024-01-01
255,Raj,USA,,Gadgets,31989,
256,Raj,USA,Headphones,Electronics,31753,01-02-2024
257,Praful,,Laptop,electronics,12975,March 5 2024
258,Raj,USA,,Gadgets,40860,March 5 2024
259,,UK,Phone,,46928,2024-01-01
260,Raj,USA ,Phone,Electronics,11764,01-02-2024
261,Raj,Germany,Phone,electronics,20709,
262,,UK,Laptop,Gadgets,21272,
263,John,USA,,Electronics,24163,
264,Praful,UK,Tablet,electronics,28869,March 5 2024
265,,india,,,21892,01-02-2024
266,Sara,USA ,Headphones,Gadgets,1862,
267,John,India,Tablet,Electronics,38990,01-02-2024
268,Praful,USA,Phone,Electronics,34988,2024-01-01
269,Praful,India,Laptop,Electronics,9230,
270,Amit,India,Tablet,Gadgets,28245,2024-01-01
271,Sara,Germany,Tablet,electronics,20681,01-02-2024
272,Sara,UK,,,49182,March 5 2024
273,Praful,,Laptop,electronics,36508,March 5 2024
274,Praful,USA ,Headphones,electronics,44723,
275,John,USA ,,Electronics,1850,2024-01-01
276,,india,Laptop,electronics,12018,March 5 2024
277,Amit,India,,electronics,28035,01-02-2024
278,Praful,USA ,Phone,Electronics,19641,01-02-2024
279,,USA ,,Gadgets,4332,March 5 2024
280,Amit,UK,,electronics,36162,01-02-2024
281,Sara,USA ,Tablet,electronics,17950,01-02-2024
282,Praful,india,Tablet,,31007,2024-01-01
283,Amit,UK,,Gadgets,3083,01-02-2024
284,Sara,USA ,Laptop,,15417,2024-01-01
285,Raj,USA,Laptop,,13837,
286,,USA,Tablet,electronics,645,01-02-2024
287,John,USA ,,Electronics,30069,
288,John,UK,Headphones,Electronics,29729,2024-01-01
289,Raj,india,,,13084,
290,Sara,USA ,Laptop,electronics,39937,2024-01-01
291,Sara,,Laptop,electronics,20244,March 5 2024
292,Raj,india,Phone,,33013,01-02-2024
293,Raj,India,Laptop,Electronics,24657,March 5 2024
294,Praful,USA ,Laptop,Electronics,23995,
295,Sara,UK,Phone,Electronics,45128,March 5 2024
296,Sara,india,Tablet,electronics,34736,01-02-2024
297,Praful,USA ,Headphones,,49088,March 5 2024
298,,,Tablet,Electronics,34257,01-02-2024
299,John,USA,Laptop,electronics,17420,2024-01-01
300,Amit,UK,,Electronics,8345,March 5 2024
301,Praful,India,Tablet,,18397,2024-01-01
302,Raj,UK,Phone,Gadgets,25525,01-02-2024
303,Praful,UK,Tablet,electronics,7387,2024-01-01
304,Praful,India,Headphones,electronics,17864,01-02-2024
305,John,India,Tablet,Gadgets,32384,2024-01-01
306,John,India,Phone,,28941,2024-01-01
307,Praful,,Tablet,Gadgets,15685,
308,Sara,USA ,Tablet,Electronics,5395,01-02-2024
309,Amit,india,,,10003,2024-01-01
310,Sara,,,Electronics,38101,
311,Raj,india,,Gadgets,19229,March 5 2024
312,Amit,UK,,Electronics,34180,01-02-2024
313,John,Germany,Laptop,Gadgets,18188,2024-01-01
314,John,,Laptop,Electronics,46349,
315,John,india,Headphones,Gadgets,48974,2024-01-01
316,Amit,India,Tablet,Gadgets,47738,01-02-2024
317,Amit,UK,,electronics,42634,March 5 2024
318,Amit,Germany,Phone,electronics,26688,
319,Amit,,Tablet,Electronics,34932,
320,Amit,Germany,,Gadgets,1107,01-02-2024
321,John,india,Phone,Electronics,42307,01-02-2024
322,Sara,Germany,,Electronics,16761,
323,Sara,Germany,Phone,,47395,2024-01-01
324,Sara,india,Laptop,electronics,9177,2024-01-01
325,,USA,Tablet,electronics,2453,01-02-2024
326,Raj,Germany,Headphones,Gadgets,21830,
327,Raj,Germany,,Gadgets,44164,01-02-2024
328,John,UK,Phone,Gadgets,44669,01-02-2024
329,,USA,,,14388,March 5 2024
330,Raj,India,,Electronics,17582,
331,Amit,USA ,Headphones,electronics,11822,March 5 2024
332,John,India,Headphones,,32447,2024-01-01
333,Raj,USA ,,Gadgets,49001,March 5 2024
334,Praful,,Tablet,Gadgets,7524,01-02-2024
335,Sara,india,Phone,Electronics,48390,
336,Praful,India,Headphones,electronics,38258,
337,John,Germany,Laptop,Electronics,36544,2024-01-01
338,John,india,Phone,,39210,March 5 2024
339,Raj,Germany,,,44959,01-02-2024
340,John,Germany,Laptop,electronics,11636,01-02-2024
341,Sara,Germany,Headphones,Electronics,38665,
342,Praful,Germany,,Electronics,35301,
343,John,,Laptop,,26689,
344,Amit,india,Tablet,Electronics,41788,2024-01-01
345,Sara,india,Laptop,,33081,March 5 2024
346,Praful,India,Headphones,Electronics,38659,March 5 2024
347,,india,Headphones,,35588,01-02-2024
348,Amit,Germany,Laptop,electronics,6468,2024-01-01
349,Praful,,Laptop,Electronics,47319,01-02-2024
350,,USA ,Phone,electronics,23498,01-02-2024
351,,USA,Phone,Gadgets,3141,01-02-2024
352,Sara,India,Tablet,Electronics,38950,March 5 2024
353,,India,Laptop,Gadgets,26115,2024-01-01
354,Amit,Germany,Phone,,3489,
355,,USA ,Tablet,Gadgets,26730,March 5 2024
356,Sara,Germany,Phone,electronics,8701,March 5 2024
357,John,USA ,Laptop,,29645,01-02-2024
358,John,USA,Headphones,Gadgets,44655,2024-01-01
359,Praful,,Tablet,electronics,31990,March 5 2024
360,,Germany,,,28480,March 5 2024
361,Raj,USA ,Tablet,,20149,01-02-2024
362,Amit,UK,,,3020,March 5 2024
363,John,Germany,Phone,Gadgets,28806,2024-01-01
364,Raj,india,Laptop,Gadgets,30127,2024-01-01
365,,,Phone,Electronics,34939,
366,Raj,Germany,Headphones,,36321,
367,Sara,USA,Laptop,Gadgets,4803,2024-01-01
368,Sara,USA,,electronics,22115,
369,Amit,USA ,Phone,,45450,01-02-2024
370,John,UK,Phone,electronics,21216,
371,John,,Phone,,19442,2024-01-01
372,John,USA,Headphones,,12865,March 5 2024
373,Amit,Germany,Phone,Gadgets,27016,2024-01-01
374,,,Laptop,electronics,30623,2024-01-01
375,,USA ,Laptop,,41189,March 5 2024
376,,India,Tablet,Electronics,26716,
377,Amit,UK,,Electronics,43106,2024-01-01
378,Sara,Germany,,Gadgets,36242,March 5 2024
379,John,USA,Tablet,electronics,16753,
380,Amit,,Phone,,46017,2024-01-01
381,Praful,,Headphones,,14094,
382,Praful,India,Headphones,,19676,March 5 2024
383,Raj,USA ,,,26888,2024-01-01
384,Praful,Germany,Headphones,Gadgets,1842,01-02-2024
385,Sara,UK,,,20437,01-02-2024
386,Amit,India,,,381,2024-01-01
387,Praful,USA ,Tablet,electronics,10824,2024-01-01
388,John,,Laptop,Electronics,34097,
389,Amit,Germany,,electronics,1339,March 5 2024
390,John,india,Phone,Electronics,23957,2024-01-01
391,Praful,USA ,Tablet,electronics,9210,
392,,Germany,,,2069,01-02-2024
393,Sara,USA ,Phone,Electronics,42074,
394,Raj,india,,Gadgets,45241,March 5 2024
395,Amit,India,Phone,Gadgets,22573,01-02-2024
396,Amit,USA,Laptop,electronics,36587,March 5 2024
397,Praful,Germany,Tablet,,37308,01-02-2024
398,Sara,India,Laptop,Gadgets,13698,
399,,,,Electronics,44733,01-02-2024
400,Sara,USA,Phone,,41001,March 5 2024
401,Praful,India,Laptop,Electronics,45843,2024-01-01
402,Praful,,,Gadgets,588,March 5 2024
403,Sara,USA,,electronics,29265,
404,,UK,Phone,electronics,31216,2024-01-01
405,John,,Tablet,Electronics,1467,01-02-2024
406,,USA ,Laptop,Electronics,3826,2024-01-01
407,Sara,USA,,Gadgets,35743,2024-01-01
408,Praful,India,Laptop,,28244,March 5 2024
409,Sara,india,Phone,Gadgets,39878,
410,,india,Phone,electronics,35857,2024-01-01
411,John,,Phone,,35731,01-02-2024
412,,Germany,,Electronics,1277,2024-01-01
413,Sara,,Phone,,11656,March 5 2024
414,Sara,Germany,Tablet,,27066,01-02-2024
415,,USA,Headphones,Gadgets,39438,2024-01-01
416,Raj,USA ,Tablet,Gadgets,4531,March 5 2024
417,Raj,Germany,Laptop,,9006,March 5 2024
418,Sara,,,electronics,37750,01-02-2024
419,,,Headphones,,28311,01-02-2024
420,John,,Headphones,Gadgets,49357,
421,,USA,Phone,Electronics,43696,
422,Amit,India,Tablet,Gadgets,48578,
423,Amit,USA ,,Gadgets,3754,March 5 2024
424,Praful,USA,,electronics,24711,
425,Sara,india,Laptop,,5595,2024-01-01
426,Amit,USA ,Tablet,Electronics,15322,01-02-2024
427,,,Headphones,Electronics,37484,March 5 2024
428,Amit,USA,Laptop,Electronics,31501,
429,Praful,USA,Tablet,Electronics,45205,
430,John,Germany,Headphones,Gadgets,36141,2024-01-01
431,Amit,UK,Headphones,electronics,3140,March 5 2024
432,Amit,,Laptop,Gadgets,17733,2024-01-01
433,Raj,India,,Gadgets,27142,
434,John,USA,Laptop,electronics,39520,2024-01-01
435,,India,Phone,,46982,March 5 2024
436,Raj,USA,Tablet,electronics,32217,2024-01-01
437,Praful,India,Tablet,Gadgets,44411,
438,,UK,Headphones,electronics,33993,01-02-2024
439,Raj,india,Headphones,,46920,2024-01-01
440,Sara,UK,Laptop,,10206,01-02-2024
441,Praful,USA ,Headphones,Electronics,6804,
442,Amit,Germany,,,36478,
443,Raj,india,Phone,Gadgets,40847,2024-01-01
444,Amit,UK,Phone,Gadgets,19301,01-02-2024
445,Praful,UK,Phone,Gadgets,46977,
446,,Germany,Phone,,47656,2024-01-01
447,Raj,USA ,Laptop,Gadgets,307,01-02-2024
448,,india,Laptop,Gadgets,3183,2024-01-01
449,Sara,Germany,Tablet,,16001,2024-01-01
450,Sara,UK,,,41423,2024-01-01
451,Praful,india,,,20521,01-02-2024
452,Amit,USA ,Laptop,Electronics,11123,
453,,Germany,Phone,Electronics,16263,2024-01-01
454,Amit,,Phone,Electronics,49592,01-02-2024
455,John,India,Laptop,Electronics,38167,01-02-2024
456,Amit,Germany,Phone,Gadgets,24937,March 5 2024
457,,UK,Headphones,Electronics,24919,01-02-2024
458,Sara,USA ,Laptop,electronics,25269,2024-01-01
459,John,india,Phone,electronics,7729,01-02-2024
460,John,USA ,Headphones,electronics,8364,March 5 2024
461,Raj,UK,Phone,Gadgets,20709,March 5 2024
462,Amit,india,Headphones,electronics,48995,01-02-2024
463,Praful,USA,Laptop,Electronics,30084,
464,,India,,,11238,March 5 2024
465,Praful,india,Laptop,Electronics,48344,01-02-2024
466,Raj,USA,Headphones,Electronics,31922,
467,Raj,Germany,Headphones,,45283,
468,Sara,,Headphones,electronics,35362,01-02-2024
469,Raj,UK,Phone,,27386,March 5 2024
470,John,,Tablet,electronics,31597,2024-01-01
471,Amit,india,Tablet,electronics,46432,March 5 2024
472,Praful,USA ,Tablet,Electronics,29894,2024-01-01
473,Praful,Germany,Tablet,Gadgets,31923,
474,Sara,India,Headphones,,34506,
475,Praful,,Headphones,,3392,
476,Sara,Germany,Phone,Gadgets,42568,
477,,,Tablet,Gadgets,30974,
478,,india,,Electronics,10937,2024-01-01
479,,USA ,Phone,electronics,24382,2024-01-01
480,,india,,electronics,24122,01-02-2024
481,Raj,India,,Electronics,24917,2024-01-01
482,Raj,,Phone,Electronics,771,
483,Praful,UK,Laptop,,10734,March 5 2024
484,Raj,Germany,,electronics,10849,
485,Amit,Germany,Headphones,electronics,21323,March 5 2024
486,Praful,,Headphones,Electronics,19977,01-02-2024
487,Raj,USA,,Electronics,31011,2024-01-01
488,Praful,India,Laptop,electronics,49823,
489,Raj,India,Phone,electronics,20381,
490,Sara,,Headphones,Gadgets,27525,
491,John,india,Laptop,Gadgets,8180,
492,Raj,UK,,,39951,2024-01-01
493,Raj,,Laptop,Gadgets,36324,2024-01-01
494,John,UK,Laptop,Electronics,16631,2024-01-01
495,Amit,USA ,Headphones,Gadgets,4631,March 5 2024
496,John,USA ,Tablet,,28238,01-02-2024
497,Raj,,Phone,electronics,28370,
498,Sara,India,Laptop,Electronics,31282,01-02-2024
499,John,India,Headphones,electronics,7079,01-02-2024
500,Praful,India,Laptop,electronics,20769,March 5 2024
501,Amit,USA,,,25327,March 5 2024
502,Amit,india,,Electronics,39171,March 5 2024
503,Sara,USA,Tablet,electronics,45938,2024-01-01
504,Amit,USA ,Laptop,Electronics,4683,March 5 2024
505,,Germany,Phone,Electronics,11989,01-02-2024
506,Sara,india,Headphones,Electronics,11535,
507,John,india,Laptop,,12358,01-02-2024
508,,USA ,Laptop,,44050,01-02-2024
509,Raj,,,electronics,14315,01-02-2024
510,,USA ,Headphones,,29027,01-02-2024
511,,UK,Laptop,electronics,23487,2024-01-01
512,Raj,USA,Phone,Electronics,45368,March 5 2024
513,Sara,UK,Phone,Gadgets,26162,March 5 2024
514,Sara,,Tablet,Electronics,1824,2024-01-01
515,John,USA ,Tablet,Gadgets,29825,March 5 2024
516,Sara,USA ,Laptop,,36168,March 5 2024
517,Amit,USA,Laptop,,25960,March 5 2024
518,Praful,Germany,Tablet,,42915,01-02-2024
519,Amit,UK,Laptop,electronics,34296,
520,,USA ,Tablet,Gadgets,11429,2024-01-01
521,Raj,India,Headphones,,47801,01-02-2024
522,Amit,USA,Headphones,Electronics,14044,01-02-2024
523,Raj,India,Headphones,Gadgets,36851,March 5 2024
524,,UK,,electronics,35047,March 5 2024
525,Raj,Germany,Headphones,electronics,47739,01-02-2024
526,John,USA,,electronics,38456,01-02-2024
527,Raj,USA,Headphones,,33948,2024-01-01
528,Sara,India,Headphones,Electronics,29297,March 5 2024
529,Raj,USA,Headphones,,36827,01-02-2024
530,Amit,india,Phone,Gadgets,28831,March 5 2024
531,Praful,USA ,Tablet,electronics,49915,2024-01-01
532,Sara,india,Phone,electronics,13528,March 5 2024
533,Sara,UK,,,5569,March 5 2024
534,Praful,USA ,Laptop,electronics,33698,
535,Praful,UK,Headphones,Gadgets,9618,March 5 2024
536,Praful,Germany,,Electronics,45353,
537,Sara,USA ,Tablet,Gadgets,34601,March 5 2024
538,,Germany,Tablet,Gadgets,14572,01-02-2024
539,Raj,India,Headphones,Electronics,8429,01-02-2024
540,John,,Tablet,Electronics,42945,01-02-2024
541,,,Laptop,Gadgets,18384,March 5 2024
542,Raj,UK,Phone,Gadgets,5117,March 5 2024
543,Raj,,,,2196,2024-01-01
544,Amit,,Headphones,electronics,26301,
545,,USA ,Phone,Gadgets,29412,
546,Praful,Germany,Laptop,electronics,17169,
547,Sara,Germany,Laptop,Gadgets,1719,
548,Praful,Germany,,electronics,1531,
549,Amit,india,Headphones,Gadgets,262,March 5 2024
550,Sara,india,Phone,,28147,01-02-2024
551,Amit,India,,electronics,41900,2024-01-01
552,Sara,UK,Headphones,electronics,18781,March 5 2024
553,Praful,,Headphones,electronics,36868,March 5 2024
554,,USA ,Phone,,8027,March 5 2024
555,Sara,USA ,,electronics,12029,
556,,India,,electronics,28328,March 5 2024
557,Amit,,Laptop,Gadgets,22460,2024-01-01
558,Sara,India,,Electronics,6404,01-02-2024
559,Raj,Germany,Phone,Electronics,33465,March 5 2024
560,Praful,India,,Electronics,7621,
561,Amit,UK,Laptop,Gadgets,44729,2024-01-01
562,Praful,USA,Phone,Electronics,48045,2024-01-01
563,Raj,USA,Laptop,electronics,197,
564,John,,Headphones,,24587,01-02-2024
565,Sara,UK,Phone,Gadgets,1827,March 5 2024
566,Praful,USA ,,,9469,March 5 2024
567,Sara,india,Headphones,electronics,5874,
568,Raj,USA ,Headphones,,881,March 5 2024
569,Raj,India,Phone,,40061,2024-01-01
570,Amit,India,Tablet,,25743,2024-01-01
571,Amit,Germany,Tablet,electronics,48663,March 5 2024
572,Praful,UK,Phone,Gadgets,32758,2024-01-01
